	OM1	OM2	OM3	OM4	OM5	OM6	YM1	YM2	YM4	YM5	YM6	YM7
ENSMUSG00000006476	0.23	0.92	5.13	1.60	0.93	6.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099966	3.09	1.37	0.33	1.20	1.01	0.00	0.22	0.67	0.98	0.60	0.00	1.24
ENSMUSG00000090691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000073433	0.00	3.75	11.72	0.00	6.72	10.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000097483	5.16	0.61	0.00	8.66	0.83	0.00	11.57	0.00	0.80	1.45	0.00	1.29
ENSMUSG00000082863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096884	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000016346	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13
ENSMUSG00000102813	0.07	0.08	0.28	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000073411	14.47	32.99	107.95	21.62	52.69	181.43	0.11	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022964	7.31	14.36	9.45	10.04	11.88	8.29	11.72	15.22	6.21	12.72	1.07	13.21
ENSMUSG00000084793	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000023809	6.37	2.02	6.22	0.00	1.51	4.77	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084039	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000053146	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102349	15454.39	490.60	488.72	317.88	1617.69	1565.21	49.01	4.89	0.00	9.77	18.47	10.01
ENSMUSG00000032220	3.10	5.18	5.65	5.05	5.44	2.50	11.65	2.36	1.47	2.74	12.79	2.39
ENSMUSG00000079278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00
ENSMUSG00000091194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000071719	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026730	27.36	24.85	0.11	28.16	26.60	18.90	70.82	23.56	16.37	21.43	16.75	29.25
ENSMUSG00000034587	16.28	21.32	10.02	25.77	18.49	39.55	68.71	41.48	40.57	48.57	144.74	30.90
ENSMUSG00000024697	47.27	43.76	0.59	59.27	49.30	10.30	36.25	22.14	12.82	20.40	16.46	31.98
ENSMUSG00000089373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105287	0.52	0.25	0.22	0.04	0.11	0.55	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000053815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000095110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000023484	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001962	58.99	62.09	43.17	69.99	40.66	42.72	10.70	48.83	113.43	40.29	0.00	35.82
ENSMUSG00000027345	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000037376	9.29	18.72	6.68	18.16	16.56	11.57	14.55	31.32	57.72	31.99	54.96	20.97
ENSMUSG00000068947	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000051977	0.00	0.05	0.00	1.06	0.00	0.61	0.00	5.22	0.11	1.35	3.84	1.02
ENSMUSG00000064380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065502	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000026028	1.51	0.26	0.76	0.02	0.63	0.03	4.98	0.78	3.90	0.59	1.87	1.67
ENSMUSG00000050240	1.16	0.48	0.00	0.78	0.55	0.00	8.22	10.91	23.09	10.26	34.47	9.64
ENSMUSG00000021631	0.00	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106398	3.30	0.00	0.00	1.03	1.58	0.00	0.00	0.00	9.13	0.00	0.00	3.95
ENSMUSG00000027284	0.97	0.98	1.73	0.16	0.56	1.90	0.00	1.03	4.73	0.00	0.00	0.39
ENSMUSG00000046792	1.56	0.63	1.12	0.37	0.43	0.53	0.85	0.09	0.62	0.00	0.00	0.00
ENSMUSG00000001280	1.58	1.36	1.22	0.35	0.38	1.22	1.04	3.99	6.20	2.31	9.73	2.63
ENSMUSG00000010796	87.29	53.88	0.00	54.69	55.42	14.82	47.86	77.32	62.90	59.99	32.18	51.17
ENSMUSG00000075116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000034659	6.50	55.80	7.43	75.79	43.18	9.26	6.04	132.86	99.15	105.64	2.31	155.54
ENSMUSG00000093283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021770	5.22	4.07	5.13	5.43	7.31	8.74	2.86	15.36	7.52	7.68	4.27	9.55
ENSMUSG00000102953	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.45	0.00	0.43
ENSMUSG00000048796	0.53	0.00	0.90	0.07	0.00	0.33	0.00	0.00	0.09	1.52	1.55	0.00
ENSMUSG00000099432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000014077	32.80	17.39	39.63	16.96	28.17	19.71	114.37	40.54	24.86	34.61	77.23	36.53
ENSMUSG00000022359	1.84	9.35	21.64	1.26	3.93	0.00	0.00	3.62	0.00	2.63	0.00	1.52
ENSMUSG00000081717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101767	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099647	0.00	0.00	2.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37
ENSMUSG00000093365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000074037	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.10	0.00	0.00	0.00
ENSMUSG00000026573	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001436	4.73	20.24	7.41	17.26	15.24	14.82	0.00	19.38	9.82	5.89	0.00	18.31
ENSMUSG00000020758	0.00	1.27	0.00	0.93	1.42	0.00	0.11	2.20	3.55	0.98	0.00	1.60
ENSMUSG00000021613	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000062590	0.46	1.63	5.60	4.78	1.22	0.45	0.76	1.32	1.61	2.13	0.00	1.31
ENSMUSG00000087338	9.15	3.12	0.00	6.46	6.51	29.06	0.00	0.00	0.00	1.01	0.00	0.00
ENSMUSG00000083220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000102716	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000033863	0.14	0.98	0.62	0.66	0.23	0.00	0.00	0.31	0.00	0.09	0.00	0.00
ENSMUSG00000082766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000024952	0.86	1.21	3.43	0.00	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000020134	30.78	35.75	21.89	16.70	32.65	3.04	0.00	27.55	14.84	21.98	0.77	19.09
ENSMUSG00000078925	11.64	18.18	0.00	31.46	18.49	0.00	23.28	26.59	27.38	27.34	1.16	37.87
ENSMUSG00000019158	61.52	43.10	32.23	10.69	47.55	20.72	0.00	0.00	0.00	0.00	0.00	2.54
ENSMUSG00000095975	0.59	48.69	0.55	83.81	1.50	46.33	66.01	27.39	0.37	0.34	0.00	3.43
ENSMUSG00000080405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000049939	0.30	0.52	0.00	0.11	0.16	0.48	3.28	7.18	20.41	5.66	31.40	3.93
ENSMUSG00000033717	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.09	0.19	0.00	0.00	0.00
ENSMUSG00000058503	23.52	12.48	2.98	30.32	20.61	4.33	90.37	45.57	152.56	47.17	107.78	47.82
ENSMUSG00000040775	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000019734	18.44	16.22	13.16	12.11	13.29	26.68	12.30	15.83	19.75	7.39	7.24	17.08
ENSMUSG00000100073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000031220	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.45	0.00	0.00	0.00	0.00
ENSMUSG00000094955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000068617	2.11	0.00	1.66	0.00	0.00	3.42	0.00	0.00	0.00	0.38	0.00	0.00
ENSMUSG00000029201	19.84	54.42	141.29	7.32	82.63	81.18	1.44	1.35	8.46	0.24	0.00	0.09
ENSMUSG00000076608	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086380	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000036768	0.70	0.84	3.08	0.90	0.54	0.00	1.14	0.31	0.45	1.23	0.43	0.45
ENSMUSG00000072584	0.00	0.00	0.00	0.38	0.00	5.10	12.49	0.00	0.70	0.00	0.00	0.00
ENSMUSG00000101349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000083034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104532	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000056148	0.12	1.18	0.00	0.20	1.40	0.00	2.30	1.08	1.96	0.00	0.00	0.17
ENSMUSG00000081863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103041	0.57	0.18	0.04	0.07	0.00	0.09	0.05	0.16	0.09	0.00	0.00	0.00
ENSMUSG00000035232	24.76	54.92	60.56	50.83	43.35	44.31	65.15	42.07	24.79	29.37	34.77	31.47
ENSMUSG00000101813	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000061079	5.06	2.63	5.39	2.42	2.37	5.72	0.45	1.92	3.00	2.21	0.00	1.70
ENSMUSG00000038330	227.20	434.75	0.00	660.68	487.93	114.63	853.82	776.21	535.29	847.33	281.93	779.14
ENSMUSG00000100244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029196	1.78	0.44	0.66	0.53	0.25	0.00	0.00	2.52	4.34	1.56	1.26	0.55
ENSMUSG00000101831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021943	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000061186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000100385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000036825	8.36	7.57	1.67	5.92	6.80	0.00	29.93	15.88	23.35	16.12	67.04	10.04
ENSMUSG00000097342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000066896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000004814	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000040483	46.36	10.76	9.61	25.26	18.14	22.65	1.11	2.85	0.63	8.82	0.61	14.99
ENSMUSG00000085430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000099917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022533	17.23	2.19	3.21	3.69	4.94	2.07	8.34	19.23	19.47	23.37	19.05	14.87
ENSMUSG00000100127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	3.09	0.00
ENSMUSG00000078735	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000096323	0.00	0.00	0.00	0.00	2.76	0.00	0.00	3.46	0.00	0.00	0.00	0.00
ENSMUSG00000079774	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085169	0.82	0.15	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	2.30	0.00
ENSMUSG00000031397	0.00	1.17	0.00	0.11	1.91	0.00	2.24	0.00	0.00	1.39	0.00	0.00
ENSMUSG00000044985	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000036500	0.00	0.00	0.00	2.08	0.00	0.00	0.00	0.90	0.00	0.00	0.00	0.00
ENSMUSG00000071644	122.03	141.16	385.71	49.10	81.03	232.43	0.79	1.71	0.00	0.00	0.82	0.49
ENSMUSG00000062270	157.87	121.96	145.50	88.17	106.85	116.36	63.17	57.43	61.96	67.67	120.68	55.58
ENSMUSG00000090044	0.00	26.80	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000089199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084230	0.00	0.00	0.00	5.57	0.00	0.00	1.82	3.33	0.00	4.38	1.69	1.25
ENSMUSG00000027071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.90	2.15	0.38
ENSMUSG00000009900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000068959	0.84	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000018906	4.80	13.56	56.05	7.89	16.71	28.90	0.00	11.52	0.00	0.30	0.00	1.55
ENSMUSG00000055775	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000034647	141.61	77.81	11.12	99.62	69.80	60.31	161.43	136.77	75.44	126.81	132.72	134.67
ENSMUSG00000073027	0.00	0.00	0.00	0.52	0.00	0.18	1.13	0.87	0.64	0.26	1.04	0.00
ENSMUSG00000095706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.51	0.00	0.00	0.00
ENSMUSG00000044216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000027261	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030428	3.58	0.99	0.00	0.33	4.73	0.00	3.13	3.22	1.67	2.64	2.72	9.37
ENSMUSG00000073173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000034432	93.79	136.22	47.71	188.75	127.08	48.49	403.59	241.71	153.90	241.21	313.80	239.66
ENSMUSG00000103807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022347	0.00	3.85	0.00	0.00	4.04	0.00	24.20	4.35	5.44	8.94	0.71	5.31
ENSMUSG00000090273	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000057110	10.16	4.22	6.48	3.12	2.63	11.52	3.45	3.91	14.77	9.76	13.97	7.14
ENSMUSG00000097796	116.85	31.07	9.32	40.89	42.54	91.48	4.45	13.73	15.63	20.79	1.47	27.62
ENSMUSG00000099659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000005779	92.57	329.99	702.91	87.08	241.57	386.18	3.69	5.87	3.64	5.98	17.04	20.68
ENSMUSG00000085915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000104699	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000029910	226.13	404.10	27.96	318.51	421.34	453.41	1172.35	392.11	111.95	371.17	540.60	497.72
ENSMUSG00000086808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000070141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000025289	28.00	160.49	284.92	40.27	87.23	154.29	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000093241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105838	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000067288	2587.73	1530.53	1990.24	525.87	1136.29	1772.53	117.01	115.69	74.25	145.84	11.34	159.94
ENSMUSG00000037674	11.27	1.11	2.36	3.72	2.59	6.82	4.27	12.09	13.13	9.79	44.81	10.47
ENSMUSG00000031703	13.41	28.10	57.97	19.59	32.37	31.87	5.75	17.62	5.86	14.45	2.62	11.28
ENSMUSG00000041608	0.00	0.00	1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000090063	0.00	0.00	0.00	0.71	0.38	0.00	0.00	0.00	0.00	0.00	4.90	0.49
ENSMUSG00000040441	0.00	0.97	0.00	0.31	0.00	0.00	0.00	0.00	1.22	0.57	0.00	0.00
ENSMUSG00000082356	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000030207	4.12	7.94	11.67	5.62	6.42	5.77	0.00	8.39	3.98	1.89	0.00	5.64
ENSMUSG00000088151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000108748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000052373	0.29	0.93	0.00	0.12	0.21	0.07	0.56	0.00	1.72	0.00	3.29	0.00
ENSMUSG00000020368	367.03	71.22	91.59	45.32	69.48	75.28	23.77	63.03	124.65	76.24	53.39	63.89
ENSMUSG00000034917	0.00	0.00	0.00	0.76	0.00	6.93	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000021981	5.94	3.98	6.79	4.50	5.52	4.45	10.08	16.83	21.80	16.90	7.24	19.66
ENSMUSG00000010342	6.28	7.06	0.00	10.09	6.71	0.00	10.81	10.11	18.53	18.47	21.40	14.51
ENSMUSG00000103375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000058057	25.24	23.31	0.00	28.79	23.11	1.30	2.94	12.90	7.16	17.75	0.26	16.48
ENSMUSG00000032806	1.37	10.27	12.25	5.83	8.86	29.81	6.70	3.20	2.32	0.00	0.00	1.40
ENSMUSG00000024899	14.01	8.64	19.28	1.43	7.95	19.31	0.00	0.83	0.00	2.15	1.66	2.17
ENSMUSG00000093755	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000092109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000065336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101357	0.00	1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000022769	28.06	126.41	37.82	97.45	90.31	33.17	5.67	68.36	32.46	71.11	8.09	78.98
ENSMUSG00000029640	0.74	1.13	3.22	0.58	0.52	0.00	2.07	0.46	1.69	0.82	4.55	0.85
ENSMUSG00000082321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000085645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000084024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000101100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000086122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000052085	0.54	0.00	0.25	0.00	0.12	0.00	0.00	0.54	0.68	0.52	0.00	0.19
ENSMUSG00000098691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000015467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000103083	0.34	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000072902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000003617	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000059422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000087143	0.16	0.00	0.08	0.38	0.18	0.52	0.51	0.08	0.16	0.14	0.43	0.31
ENSMUSG00000017453	1.06	0.00	0.00	0.00	0.00	5.19	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000018893	0.00	0.00	0.00	5.26	0.00	0.00	11.93	0.00	0.95	0.00	8.12	0.00
ENSMUSG00000085230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000088332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000040600	5.60	15.73	0.00	23.87	20.43	0.00	8.02	43.44	47.94	29.99	0.00	20.76
ENSMUSG00000029235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000052539	4.85	0.58	0.61	1.35	2.26	1.77	0.00	4.64	11.29	6.28	0.00	3.58
ENSMUSG00000072874	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000028274	10.42	5.61	4.59	6.63	8.91	16.84	14.85	3.36	5.96	5.44	7.11	7.83
ENSMUSG00000086336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000003068	6.80	4.08	6.17	9.34	5.43	11.16	79.37	21.98	52.83	32.00	273.62	16.75
ENSMUSG00000100822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000107609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000090625	0.00	0.00	0.00	0.00	0.00	0.00	0.47	1.22	14.32	0.00	0.00	0.00
ENSMUSG00000059395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000106200	0.00	0.00	0.00	13.58	9.28	1.00	0.00	0.00	0.00	0.00	0.00	0.00
